CHANNEL	UTTRANS_ID	SPEAKER_ID	PROMPT	TRANSCRIPTION
C0	G0006_0_S0064.wav	G0006		Engkau adalah manusia terpilih di antara manusia lain.
C0	G0006_0_S0066.wav	G0006		Awalnya rini menggunakan sepeda tandem lima sadel.
C0	G0006_0_S0067.wav	G0006		Nam menit berselang vilarel kembali mencetak gol kedua.
C0	G0006_0_S0068.wav	G0006		Dia cuma minta skuzi sama slaim aja.
C0	G0006_0_S0069.wav	G0006		Rafatar tuh lagi lucu lucunya.
C0	G0006_0_S0070.wav	G0006		Kekurangannya yang kecil kecil.
C0	G0006_0_S0073.wav	G0006		Dia sangat lemah, dia tidak punya waktu lama.
C0	G0006_0_S0074.wav	G0006		Waktu kecil juga suka batal colongan.
C0	G0006_0_S0075.wav	G0006		Menristekdikti mohammad nasir foto okezone.
C0	G0006_0_S0076.wav	G0006		Karena saya kepala bulognya.
C0	G0006_0_S0078.wav	G0006		Kalau ada informasi sampaikan ke kita.
C0	G0006_0_S0079.wav	G0006		Bagi saya jaguar mewakili semangat dan kinerja.
C0	G0006_0_S0080.wav	G0006		Foto zhest underscore kz eastwest news.
C0	G0006_0_S0081.wav	G0006		Mereka pakai jasa kantor pos.
C0	G0006_0_S0082.wav	G0006		Itu urusan lahan apa yang major penting penting sudah.
C0	G0006_0_S0084.wav	G0006		Adiknya dikirim berkali kali ketemu saya namanya nasir.
C0	G0006_0_S0085.wav	G0006		Selanjutnya ada stadion renang yang memiliki luas area.
C0	G0006_0_S0086.wav	G0006		Semakin bertambah usia anda, pun semakin dewasa.
C0	G0006_0_S0088.wav	G0006		Pasukan kami adalah yang pertama mencapai garis pantai.
C0	G0006_0_S0090.wav	G0006		Karena mereka anak anak juga melakukan ikut terlibat.
C0	G0006_0_S0093.wav	G0006		Orang yang datang ke kepulauan seribu.
C0	G0006_0_S0094.wav	G0006		Menyatakan eksepsi tidak dapat diterima.
C0	G0006_0_S0096.wav	G0006		Ya, cukup mengagetkan sebenarnya tidak tahu apa yang melandasi sebenarnya.
C0	G0006_0_S0097.wav	G0006		Saya selalu mengatakan hal yang sama.
C0	G0006_0_S0098.wav	G0006		Saya lihat ada banyak manajer dipecat.
C0	G0006_0_S0101.wav	G0006		Dia itu teraneh, terunik, terlucu.
C0	G0006_0_S0102.wav	G0006		Eski begitu tidak semua bunga dekorasi boleh dibawa pulang pengunjung.
C0	G0006_0_S0104.wav	G0006		Saya kira jika ada finishing akhir bisa dipakai.
C0	G0006_0_S0105.wav	G0006		Kemudian di ruang ganti, kami juga akan merasa kehilangan.
C0	G0006_0_S0106.wav	G0006		Saya sedang menikmati bisnis ini.
C0	G0006_0_S0107.wav	G0006		Baca juga tiga hari jelang sidang sule curhat di instagram.
C0	G0006_0_S0108.wav	G0006		Buat kak jupe, percaya mujizat itu pasti ada kalau kita percaya.
C0	G0006_0_S0110.wav	G0006		Kita mungkin tidak saling kenal.
C0	G0006_0_S0111.wav	G0006		Ca juga messi sanjung kehebatan madrid.
C0	G0006_0_S0112.wav	G0006		Kami ingin menjadi tunas integritas kpk.
C0	G0006_0_S0115.wav	G0006		Barel per hari bph
C0	G0006_0_S0116.wav	G0006		Motor supra hitam memepet mobil saya tiga kali.
C0	G0006_0_S0117.wav	G0006		Ayo, jangan nangis!
C0	G0006_0_S0118.wav	G0006		Wit pesawat landing di bandara kenyam.
C0	G0006_0_S0119.wav	G0006		Emiliki empat bahasa resmi.
C0	G0006_0_S0122.wav	G0006		Saya memiliki ikatan emosional.
C0	G0006_0_S0124.wav	G0006		Kami menghargai perhatian semua orang.
C0	G0006_0_S0126.wav	G0006		Selanjutnya ada timnas jerman.
C0	G0006_0_S0128.wav	G0006		Aku merasa beruntung punya suami seperti darius.
C0	G0006_0_S0129.wav	G0006		Semua orang di rusia kini jatuh cinta pada kami.
C0	G0006_0_S0130.wav	G0006		Saya hanya berucap spontan pada saat itu.
C0	G0006_0_S0131.wav	G0006		Anak anak jangan hanya diajar di dalam kelas.
C0	G0006_0_S0133.wav	G0006		Kita sudah punya imei nya.
C0	G0006_0_S0134.wav	G0006		Nanti saya balik lagi saja deh.
C0	G0006_0_S0138.wav	G0006		Wib pagi tadi.
C0	G0006_0_S0139.wav	G0006		Alhamdulillah, bersyukur bahwa hari ini tuntas.
C0	G0006_0_S0141.wav	G0006		Harapan saya ini kejadian pertama dan terakhir.
C0	G0006_0_S0143.wav	G0006		Changmin pernah memiliki berat badan sampai kilogram.
C0	G0006_0_S0145.wav	G0006		Kami sebenarnya bermain lebih bagus dari uruguay.
C0	G0006_0_S0146.wav	G0006		Saya desak untuk minta dokumen manualnya.
C0	G0006_0_S0147.wav	G0006		Masyarakat sudah terima ahok tidak ditahan bila tidak mengulanginya.
C0	G0006_0_S0151.wav	G0006		Ivan mengaku awalnya sama sekali tidak menjalani hubungan secara serius.
C0	G0006_0_S0152.wav	G0006		Belum pernah ada presiden yang setegas saya tentang rusia.
C0	G0006_0_S0153.wav	G0006		Berpikir positif, saudara!
C0	G0006_0_S0154.wav	G0006		Mau ucapkan selamat datang jika habieb rizieq pulang.
C0	G0006_0_S0156.wav	G0006		Kami akan mengundang pasangan calon.
C0	G0006_0_S0157.wav	G0006		Dasar hukumnya kan sangat kuat kan?
C0	G0006_0_S0158.wav	G0006		Itu berjam jam saya memutuskan untuk menarik atau tidak.
C0	G0006_0_S0159.wav	G0006		Selang lima menit kemudian kebumen united berhasil menyamakan kedudukan.
C0	G0006_0_S0160.wav	G0006		Melansir dari rumah.
C0	G0006_0_S0161.wav	G0006		Kebakaran di jalan sawah lio rt.
C0	G0006_0_S0162.wav	G0006		Pembangunan rumah rusak sudah selesai.
C0	G0006_0_S0167.wav	G0006		Ceker tahu saus tiram.
C0	G0006_0_S0168.wav	G0006		Cinta kalian berdua? sahut audy item
C0	G0006_0_S0169.wav	G0006		Mobil annisa bahar rusak parah setelah alami kecelakaan.
C0	G0006_0_S0171.wav	G0006		Yang pasti doa dan support momo ada di sini.
C0	G0006_0_S0173.wav	G0006		Itu tidak mengubah situasi kedatangan alisson.
C0	G0006_0_S0175.wav	G0006		Saya lihat dia seperti menaruh beban berat.
C0	G0006_0_S0176.wav	G0006		Baca juga duet judika, via vallen buka dahsyatnya award.
C0	G0006_0_S0177.wav	G0006		Chef harada meninggal dunia dini hari tadi sekira pukul.
C0	G0006_0_S0178.wav	G0006		Lee ki hong adalah nama asliku.
C0	G0006_0_S0179.wav	G0006		Apa sih kalian, aduh!
C0	G0006_0_S0182.wav	G0006		Kendorkan semua mur roda.
C0	G0006_0_S0183.wav	G0006		Motor ada?
C0	G0006_0_S0186.wav	G0006		Kapan negara ini kacau? orang enggak kacau kok.
C0	G0006_0_S0187.wav	G0006		Kami menikmati untuk menonton pertujukkan mereka.
C0	G0006_0_S0189.wav	G0006		Rusak ringan, rr.
C0	G0006_0_S0190.wav	G0006		Rokok adalah benda modern.
C0	G0006_0_S0191.wav	G0006		Tidak ada klub yang menghubungi kami atau thiago alcantara.
C0	G0006_0_S0194.wav	G0006		Keluarga menikmati istana dan rumah mewah di swiss.
C0	G0006_0_S0195.wav	G0006		Belom di buka angpaonya.
C0	G0006_0_S0196.wav	G0006		Uat anda yang sering begadang, benahi jam tidur dari sekarang.
C0	G0006_0_S0197.wav	G0006		Dia sinyal emergency sudah lewat, karena di ketinggian.
C0	G0006_0_S0198.wav	G0006		Terletak di inggris tepatnya di selatan dorest.
C0	G0006_0_S0199.wav	G0006		Itu ada tiga ya, kalau yang dikenal dunia.
C0	G0006_0_S0200.wav	G0006		Ahok ini enggak mau belajar ya?
C0	G0006_0_S0201.wav	G0006		Kelahiran anak pertama saya.
C0	G0006_0_S0202.wav	G0006		Hasilnya bagus, ini dia tito.
C0	G0006_0_S0203.wav	G0006		Siapa tariq ramadhan?
C0	G0006_0_S0205.wav	G0006		Jangan disalah artikan ya!
C0	G0006_0_S0206.wav	G0006		Terima kasih perjuangan pemain.
C0	G0006_0_S0207.wav	G0006		Selaku terdeteksi ada di cyber space polda bali.
C0	G0006_0_S0208.wav	G0006		Kata pikishakha.
C0	G0006_0_S0209.wav	G0006		Kami harus tetap optimis menatap sisa kompetisi.
C0	G0006_0_S0211.wav	G0006		Pertama, pengunjung tidak boleh menghalangi pemandangan.
C0	G0006_0_S0212.wav	G0006		Tentu saja senang!
C0	G0006_0_S0213.wav	G0006		Pangeran jayakarta adalah seorang penguasa kota pelabuhan jayakarta pada.
C0	G0006_0_S0214.wav	G0006		Tanah longsor menutup jalan alternatif penghubung ponorogo ke pacitan.
C0	G0006_0_S0217.wav	G0006		Ketika kami bisa bersantai di rumah,
C0	G0006_0_S0218.wav	G0006		Foto foto ini adalah siapa ayah saya sebenarnya, katanya.
C0	G0006_0_S0219.wav	G0006		Ca juga selebrasi gagal batshuayi di laga belgia kontra inggris.
C0	G0006_0_S0220.wav	G0006		Sedangkan sabli, ayah haikal, tidak berada di rumahnya.
C0	G0006_0_S0221.wav	G0006		Istana maimun foto okezone.
C0	G0006_0_S0222.wav	G0006		Saya sama gading enggak pernah menyinggung area pribadi masing masing.
C0	G0006_0_S0223.wav	G0006		Kita melatih dulu minggu depan.
C0	G0006_0_S0226.wav	G0006		Saya merasa dirugikan, selama ini jadi korban.
C0	G0006_0_S0232.wav	G0006		Ada api kecil terdeteksi saat kejadian.
C0	G0006_0_S0234.wav	G0006		Belum ada tersangka, itu kan tidak harus langsung naik tersangka.
C0	G0006_0_S0236.wav	G0006		Dikiranya penumpang itu ketiduran.
C0	G0006_0_S0237.wav	G0006		Iya, saya juga kaget.
C0	G0006_0_S0238.wav	G0006		Pagi banyak seperti biasa.
C0	G0006_0_S0239.wav	G0006		Baca juga wiranto cairkan ketegangan dua kubu di hanura.
C0	G0006_0_S0240.wav	G0006		Penghargaan paling bergengsi adalah pemain terbaik.
C0	G0006_0_S0241.wav	G0006		Walaupun belum ada peningkatan volume kendaraan pukul.
C0	G0006_0_S0243.wav	G0006		Kita belum tahu pasti siapa pemiliknya.
C0	G0006_0_S0244.wav	G0006		Kemarin, saya diblok.
C0	G0006_0_S0245.wav	G0006		Jumlah tiket.
C0	G0006_0_S0246.wav	G0006		Berani menentukan siapa kawan, siapa lawan.
C0	G0006_0_S0247.wav	G0006		Rata rata pergerakan empat minggu mencapai.
C0	G0006_0_S0248.wav	G0006		Kami stabil secara mental.
C0	G0006_0_S0249.wav	G0006		Baru dua tiga bulan.
C0	G0006_0_S0251.wav	G0006		Pagi sudah digangguin haters nggak berguna itu.
C0	G0006_0_S0252.wav	G0006		Aneger berujar, pengungkapan kasus novel semakin cepat semakin bagus.
C0	G0006_0_S0253.wav	G0006		Foto pergerakan saham ggrm hari ini.
C0	G0006_0_S0254.wav	G0006		Mungkin ada banyak alasan mengapa seseorang tidak tidur nyenyak.
C0	G0006_0_S0256.wav	G0006		Mengonsumsi makanan pedas.
C0	G0006_0_S0257.wav	G0006		Dibawa enjoy saja.
C0	G0006_0_S0258.wav	G0006		Saya akan mengundurkan diri di akhir kompetisi.
C0	G0006_0_S0259.wav	G0006		Kami sangat bersyukur karena keluarga kami akan bertambah dua.
C0	G0006_0_S0260.wav	G0006		Waktu setempat.
C0	G0006_0_S0261.wav	G0006		Anda butuh energi untuk bekerja produktif di pagi hari.
C0	G0006_0_S0262.wav	G0006		Saya sulit banget berdagang, pak.
C0	G0006_0_S0263.wav	G0006		Laga perdana phayangkara di stadion ptik adalah melawan ps tira.
C0	G0006_0_S0264.wav	G0006		Bagaimana mencari makanan.
C0	G0006_0_S0265.wav	G0006		Anda bisa memanfaatkan google, layaknya asisten pribadi anda.
C0	G0006_0_S0266.wav	G0006		Kehadiran savic sendiri sangat dibutuhkan juventus.
C0	G0006_0_S0267.wav	G0006		Memiliki sebutan oreo.
C0	G0006_0_S0269.wav	G0006		Sebenarnya sih enggak ada apa apa.
C0	G0006_0_S0271.wav	G0006		Maka kita berpikir, sudahlah kita selesaikan hari jumat nanti.
C0	G0006_0_S0272.wav	G0006		Saya pikir penalti itu bola egy dan saddil.
C0	G0006_0_S0273.wav	G0006		Dia menggiring dan mengoper bola dengan baik.
C0	G0006_0_S0274.wav	G0006		Tetapi, tidak semua komentar bersifat negatif.
C0	G0006_0_S0275.wav	G0006		Selamat ulang tahun bayi champion!
C0	G0006_0_S0279.wav	G0006		Pas pertama puasa, sekala tidur cepet dan bangun jam an.
C0	G0006_0_S0280.wav	G0006		Silahkan saja mereka melihat taktik yang kami mainkan.
C0	G0006_0_S0281.wav	G0006		Kalau tidak di madura luiz carlos junior.
C0	G0006_0_S0283.wav	G0006		Kami akan memanfaatkan waktu yang mepet itu.
C0	G0006_0_S0288.wav	G0006		Ingin tonton videonya? klik di sini!
C0	G0006_0_S0290.wav	G0006		Ini kakak saya tidak bisa masuk ke rumah sakit.
C0	G0006_0_S0291.wav	G0006		Sekecil apapun tugasmu, jangan menundanya.
C0	G0006_0_S0292.wav	G0006		Kami tentunya merasa bersyukur, alhamdulillah atas pencapaian ini.
C0	G0006_0_S0293.wav	G0006		Kami merasa kami bisa mengalahkan tim mana pun.
C0	G0006_0_S0294.wav	G0006		Kalau saya pribadi, puas dengan pilkada ini.
C0	G0006_0_S0295.wav	G0006		Ini adalah harapan saya dan klub.
C0	G0006_0_S0296.wav	G0006		Tulis mizaaulia underscore lia.
C0	G0006_0_S0299.wav	G0006		Di belakang tae hee menyusul rain.
C0	G0006_0_S0303.wav	G0006		Kami menghadapi musim yang berbeda jika dibanding klub lain.
C0	G0006_0_S0304.wav	G0006		Saya hamil, dan memang itu sulit dipercaya.
C0	G0006_0_S0305.wav	G0006		Kemudian laga penutup hari ini mempertemukan serbia vs swiss.
C0	G0006_0_S0306.wav	G0006		Dia soeprijadi kelahiran trenggalek.
C0	G0006_0_S0307.wav	G0006		Nanti akan kami update informasinya ke teman teman.
C0	G0006_0_S0310.wav	G0006		Wib mengenakan setelan khas, yakni kemeja putih dan peci hitam.
C0	G0006_0_S0311.wav	G0006		Kami layak bermain imbang atas belgia.
C0	G0006_0_S0313.wav	G0006		Paulinho dan coutinho adalah pemain hebat, dan kami berteman.
C0	G0006_0_S0314.wav	G0006		Sudah terbukti meraih mimpi di musik dulu ya.
C0	G0006_0_S0316.wav	G0006		Setiap minggu saya keliling.
C0	G0006_0_S0318.wav	G0006		Saya minta maaf kepada masyarakat.
C0	G0006_0_S0319.wav	G0006		Tidak ada negosiasi.
C0	G0006_0_S0320.wav	G0006		Tiap kali dipercaya, isco hampir tidak pernah mengecewakan lopetegui.
C0	G0006_0_S0321.wav	G0006		Main bagus belum tentu menang.
C0	G0006_0_S0322.wav	G0006		Kami akan siapkan yang bagus.
C0	G0006_0_S0323.wav	G0006		Enggak ada masalah apa apa hari itu.
C0	G0006_0_S0324.wav	G0006		Sebagai juri, jujur, kami belum pengin dia keluar.
C0	G0006_0_S0325.wav	G0006		Saya sedih, sangat sedih, adik saya di bully habis habisan di medsos.
C0	G0006_0_S0326.wav	G0006		Kita selalu mengutamakan keselamatan, kaya proyek.
C0	G0006_0_S0327.wav	G0006		Dia menegaskan pembuat kompos harus bermental baja.
C0	G0006_0_S0329.wav	G0006		Di lembang, di hutan pinus gitu.
C0	G0006_0_S0330.wav	G0006		Mungkin ada yang salah dengan saya.
C0	G0006_0_S0332.wav	G0006		Di prancis sangat umum untuk menemukan rumah teh.
C0	G0006_0_S0333.wav	G0006		Saya berterima kasih kepada klop.
C0	G0006_0_S0334.wav	G0006		Ia telah bermain bagus, dan saya senang untuknya.
C0	G0006_0_S0335.wav	G0006		Kami sudah lihat fotonya.
C0	G0006_0_S0337.wav	G0006		Menghadapi persegres, pihaknya menyiapkan enam sampai tujuh pemain muda.
C0	G0006_0_S0339.wav	G0006		Senin hitam, black monday.
C0	G0006_0_S0341.wav	G0006		Saya kira tempat peristirahatan dimanfaatkan bagi pemudik.
C0	G0006_0_S0343.wav	G0006		Gene sangat ingin berada di sebuah band.
C0	G0006_0_S0344.wav	G0006		Aku nggak punya stylist.
C0	G0006_0_S0345.wav	G0006		Situasinya tidak berada di tangan kami.
C0	G0006_0_S0346.wav	G0006		Saya tidak foto mahasiswa korban penembakan di kampus trisakti.
C0	G0006_0_S0349.wav	G0006		Loh dia jokowi langsung terkejut.
C0	G0006_0_S0355.wav	G0006		Ca juga jadwal piala dunia hari ini.
C0	G0006_0_S0362.wav	G0006		Bangun kereta cepat.
C0	G0006_0_S0363.wav	G0006		Seru seruan di waterpark.
C0	G0006_0_S0365.wav	G0006		Alasan pertama, keluarga.
C0	G0006_0_S0366.wav	G0006		Saya suka pak anies karena ada sandiago uno.
C0	G0006_0_S0383.wav	G0006		Erselang satu jam kemudian, sekira pukul.
C0	G0006_0_S0404.wav	G0006		Ca juga, badai hancurkan dua menara di taj mahal.
C0	G0006_0_S0406.wav	G0006		Saya kira, bukan cuma persib.
C0	G0006_0_S0407.wav	G0006		Suhu di sana tinggi, karena masuk musim panas.
C0	G0006_0_S0408.wav	G0006		Jadi, akting coach saya adalah si petir.
C0	G0006_0_S0411.wav	G0006		Tapi ya ngomong baik baik saja sih.
C0	G0006_0_S0413.wav	G0006		Semua keperluan baby udah.
C0	G0006_0_S0415.wav	G0006		Kami memiliki messi, dan itu sering mengubah pendekatan lawan.
C0	G0006_0_S0416.wav	G0006		Kendaraan dari hari normal sebesar.
C0	G0006_0_S0418.wav	G0006		Maaf ya ngga ngabarin, ngga ngundang siapa juga.
C0	G0006_0_S0419.wav	G0006		Salah usai mencetak gol ke gawang man city.
C0	G0006_0_S0420.wav	G0006		Selamat berbuka puasa, guys!
C0	G0006_0_S0421.wav	G0006		Masalah taktik besok, dapat dilihat di lapangan lah.
C0	G0006_0_S0422.wav	G0006		Masalah lain yang terkadang menghambat adalah cuaca.
C0	G0006_0_S0424.wav	G0006		Kemudian mengintruksikan kepada saya, ya sudah saya lakukan.
C0	G0006_0_S0425.wav	G0006		Itu adalah musim dengan banyak cedera.
C0	G0006_0_S0426.wav	G0006		Sejak tanggal juni kemarin, kami sudah bagi bagi masker.
C0	G0006_0_S0427.wav	G0006		Ada dua bidder.
C0	G0006_0_S0430.wav	G0006		Kami memiliki anggota dari berbagai profesi.
C0	G0006_0_S0431.wav	G0006		Tragedi itu menyisakan beribu cerita.
C0	G0006_0_S0432.wav	G0006		Tapi telur beras sudah oke.
C0	G0006_0_S0433.wav	G0006		Orang pemilih laki laki, dan.
C0	G0006_0_S0434.wav	G0006		Belum sampai kesitu.
C0	G0006_0_S0435.wav	G0006		Kalau gunung di sulsel ini, dia sudah mendaki semua.
C0	G0006_0_S0436.wav	G0006		Saya sih enggak ribet.
C0	G0006_0_S0437.wav	G0006		Itu adalah hasil yang besar.
C0	G0006_0_S0438.wav	G0006		Saya enggak ada yang mau disampaikan.
C0	G0006_0_S0439.wav	G0006		Jika semua senjata nuklir diledakkan, itu berarti ada.
C0	G0006_0_S0440.wav	G0006		Kami bersyukur pelaku telah tertangkap.
C0	G0006_0_S0441.wav	G0006		Seorang guru memukul muridnya yang tidak bisa membaca.
C0	G0006_0_S0442.wav	G0006		Jangka waktu pinjaman bulan bulan.
C0	G0006_0_S0443.wav	G0006		Selamat mendaftar!
C0	G0006_0_S0444.wav	G0006		Bentar lagi nikah.
C0	G0006_0_S0445.wav	G0006		Ya, rasanya luar biasa.
C0	G0006_0_S0446.wav	G0006		Follower nya, buah apa yang kira kira mencerminkan kepribadian mereka.
C0	G0006_0_S0447.wav	G0006		Jadi, kami mengimbau ke anggota kadin dua minggu sebelumnya.
C0	G0006_0_S0448.wav	G0006		Ada google calendar, anda bisa membuat jadwal meeting.
C0	G0006_0_S0449.wav	G0006		Kemudian saya pulang ke london.
C0	G0006_0_S0452.wav	G0006		Apa pun yang terjadi, saya tetap mendukung suami saya.
C0	G0006_0_S0453.wav	G0006		Menurutnya, mkhitaryan memiliki peranan yang besar di man united.
C0	G0006_0_S0456.wav	G0006		Menit milik higuain.
C0	G0006_0_S0457.wav	G0006		Wanita berubah liar.
C0	G0006_0_S0458.wav	G0006		Sayang, kabar buruk menimpa calon pengantin wanita.
C0	G0006_0_S0459.wav	G0006		Kami tidak akan masuk ke studio sampai bulan mei.
C0	G0006_0_S0460.wav	G0006		Banyak situs disitu.
C0	G0006_0_S0461.wav	G0006		Paling cuma dua hari.
C0	G0006_0_S0463.wav	G0006		Dia membutuhkan waktu untuk membuat keputusan.
C0	G0006_0_S0465.wav	G0006		Tapi ternyata, kotak kosong yang menang, sambung dia.
C0	G0006_0_S0467.wav	G0006		Informasi musim di korea selatan.
C0	G0006_0_S0468.wav	G0006		Bibit lokal kan sekarang terlalu mahal.
C0	G0006_0_S0469.wav	G0006		Foto adrian dennis afp.
C0	G0006_0_S0470.wav	G0006		Unggahan foto dari saudara laki laki dybala.
C0	G0006_0_S0471.wav	G0006		Perindo denpasar daftar ke kpu foto nurul h okezone.
C0	G0006_0_S0474.wav	G0006		Tapi, kekuatan dari thor sebenarnya tidak sampai disitu saja.
C0	G0006_0_S0475.wav	G0006		Ada empat tersangka pengedar narkoba yang ditangkap.
C0	G0006_0_S0477.wav	G0006		Kekurangan kami di afc adalah akademi pemain muda.
C0	G0006_0_S0478.wav	G0006		Terkadang tidak membeli.
C0	G0006_0_S0479.wav	G0006		H pulang ke rumah dalam kondisi mabuk minuman keras.
C0	G0006_0_S0480.wav	G0006		Kami tidak menyelenggarakan ujian mandiri.
C0	G0006_0_S0482.wav	G0006		Per jam malam.
C0	G0006_0_S0484.wav	G0006		Film itu kan kompleks.
C0	G0006_0_S0486.wav	G0006		Keluarga senang banget, sampai abang juga.
C0	G0006_0_S0487.wav	G0006		Kenapa kami harus mempekerjakan anda.
C0	G0006_0_S0489.wav	G0006		Rencananya minggu depan kalau gak selasa ya rabu.
C0	G0006_0_S0490.wav	G0006		Ya wajarlah, sudah gede ini.
C0	G0006_0_S0491.wav	G0006		Enggak tau dimana.
C0	G0006_0_S0493.wav	G0006		Arsenal membuka keunggulan di menit ke.
C0	G0006_0_S0494.wav	G0006		Arsitekturnya bagus, lingkungannya cantik.
C0	G0006_0_S0496.wav	G0006		Maaf ya, saya lagi meeting dulu.
C0	G0006_0_S0497.wav	G0006		Kami tak berbuat mesum.
C0	G0006_0_S0498.wav	G0006		Usai saling menyapa, keduanya tampak sedikit menjauh dari kerumunan.
C0	G0006_0_S0499.wav	G0006		Bukan rahasia lagi, kalau saya akan meninggalkan klub.
C0	G0007_0_S0001.wav	G0007		Saya rasa itu hak dpr untuk melakukan itu.
C0	G0007_0_S0003.wav	G0007		Di kota bitung, sulawesi utara sendiri punya replika menara eiffel.
C0	G0007_0_S0004.wav	G0007		Beberapa kampus menyediakan pusat studi bahasa korea.
C0	G0007_0_S0005.wav	G0007		Tentu saja kami harus bangga pada diri sendiri.
C0	G0007_0_S0007.wav	G0007		Kita tidak ingin kalau diambil satu mengganggu soliditas.
C0	G0007_0_S0008.wav	G0007		Wib minggu februari.
C0	G0007_0_S0009.wav	G0007		Terima kasih arsene wenger.
C0	G0007_0_S0011.wav	G0007		Hari ini kita kembali menemukan jejak harimau.
C0	G0007_0_S0013.wav	G0007		Orang per hari yang berangkat via terminal itu.
C0	G0007_0_S0014.wav	G0007		Belakangan diketahui bahwa bayi itu merupakan anak ar.
C0	G0007_0_S0015.wav	G0007		Saya merasakan luapan emosi.
C0	G0007_0_S0016.wav	G0007		Aik krl ke bintaro.
C0	G0007_0_S0017.wav	G0007		Iwan sudah berhasil kami bebaskan.
C0	G0007_0_S0019.wav	G0007		Ya saya kira sangat bagus.
C0	G0007_0_S0020.wav	G0007		Berikutnya anak laki laki.
C0	G0007_0_S0021.wav	G0007		Saya pikir tidak mudah kita laksanakan.
C0	G0007_0_S0022.wav	G0007		Huruf ka yang pertama adalah logika.
C0	G0007_0_S0023.wav	G0007		Foto nusapedia.
C0	G0007_0_S0026.wav	G0007		Baca raja salman saya seperti berada di tengah keluarga sendiri.
C0	G0007_0_S0027.wav	G0007		Kita bawa keluarga ke sini sekalian liburan.
C0	G0007_0_S0030.wav	G0007		Masjid itu lokasinya di luar komplek lapas.
C0	G0007_0_S0031.wav	G0007		Selamat hari pers.
C0	G0007_0_S0032.wav	G0007		Selamat ya bang!
C0	G0007_0_S0033.wav	G0007		Itu akan membutuhkan waktu seminggu.
C0	G0007_0_S0034.wav	G0007		Pastilah bri juga tidak mau rugi.
C0	G0007_0_S0036.wav	G0007		Tapi kan waktunya masih empat bulan masih cair sekali.
C0	G0007_0_S0037.wav	G0007		Sembako masih ada.
C0	G0007_0_S0038.wav	G0007		Kan banyak orang golkar dukung pasangan nomor.
C0	G0007_0_S0039.wav	G0007		Info lanjut nunggu berita ya.
C0	G0007_0_S0040.wav	G0007		Lahan pertanian di jawa tengah sangat subur.
C0	G0007_0_S0041.wav	G0007		Aeman duduk di tengah anak anak yazidi seusianya.
C0	G0007_0_S0042.wav	G0007		Bukankah kami berdua sudah terlalu tua? jawab anak anaknya.
C0	G0007_0_S0045.wav	G0007		Sewanya murah menempel bisnis sang kakak.
C0	G0007_0_S0046.wav	G0007		Karena itulah kerjakan apa yang menjadi tanggung jawab anda.
C0	G0007_0_S0049.wav	G0007		Di rumah itu korban tinggal sendiri.
C0	G0007_0_S0050.wav	G0007		Selalu bersihkan zona t anda.
C0	G0007_0_S0051.wav	G0007		Naik kendaraan.
C0	G0007_0_S0053.wav	G0007		Wih, editannya bagus banget kayak asli.
C0	G0007_0_S0054.wav	G0007		Selama tahun aher kerap mondar mandir di sana.
C0	G0007_0_S0055.wav	G0007		Sampai ada direktur bank yang telepon saya seasih selamat.
C0	G0007_0_S0057.wav	G0007		Periode menstruasi tidak teratur.
C0	G0007_0_S0060.wav	G0007		Saya tidak akan memberitahukan apapun tentang cavani.
C0	G0007_0_S0061.wav	G0007		Saya pasti ingin tampil di dalam pertandingan.
C0	G0007_0_S0062.wav	G0007		Basis politik kami masih kuat dan utuh.
C0	G0007_0_S0064.wav	G0007		Ijing  apa yang kita tabur itulah yang kita tuai.
C0	G0007_0_S0065.wav	G0007		Sebelum beli rumah jangan lupa cek reviewnya di ulasan properti.
C0	G0007_0_S0067.wav	G0007		Mungkin diarensemen lagi.
C0	G0007_0_S0068.wav	G0007		Mereka berhasil.
C0	G0007_0_S0070.wav	G0007		Kemeja batik biru.
C0	G0007_0_S0073.wav	G0007		Pengunggah foto diri terlalu banyak.
C0	G0007_0_S0074.wav	G0007		Ganti presiden tulis hahadl di facebook.
C0	G0007_0_S0075.wav	G0007		Sampai organik itu.
C0	G0007_0_S0076.wav	G0007		Sebelumnya ai tertangkap tengah mesum di hotel saat jam kerja.
C0	G0007_0_S0077.wav	G0007		Wib unjuk rasa di kantor dpp pdi perjuangan jl.
C0	G0007_0_S0079.wav	G0007		Kangen banget dan tidak tau arahnya kemana.
C0	G0007_0_S0080.wav	G0007		Bagi saya dia itu guardiola adalah pelatih yang sempurna.
C0	G0007_0_S0081.wav	G0007		Akibat beban tanah yang longsor dinding rumah miring.
C0	G0007_0_S0082.wav	G0007		Kami mengepung akses keluar dan masuk ke kuil.
C0	G0007_0_S0083.wav	G0007		Dia itu temanku.
C0	G0007_0_S0084.wav	G0007		Sekarang tiap sekolah ada grup tawurannya di facebook.
C0	G0007_0_S0085.wav	G0007		Ini adalah kompetisi yang besar.
C0	G0007_0_S0086.wav	G0007		Sungai kolam pemandian ceuraceu foto khalis okezone.
C0	G0007_0_S0087.wav	G0007		Saya boleh bilang bahwa dia punya booking.
C0	G0007_0_S0088.wav	G0007		Ada suatu hari mbah kuwu cirebon membutuhkan panglima perang.
C0	G0007_0_S0089.wav	G0007		Baca buntut pungli di thamrin city polisi tangkap orang.
C0	G0007_0_S0092.wav	G0007		Malam kst di tvn.
